part	c1	c2	c3	c4
26432	3.89	5.69	10.09	8.13
26433	3.6	4.99	9.73	7.6
26434	3.75	5.15	9.85	7.45
26435	3.92	5.8	10.13	7.77
26436	3.27	5.63	10.08	8.25
26437	4.1	5.38	9.98	8.16
26438	3.86	5.77	10.08	7.87
26439	4.44	6.15	10.15	8.52
26440	3.44	4.87	9.74	7.64
26441	4.31	6.95	10.13	8.64
26442	4.24	5.65	10.03	8.32
26443	4.45	5.39	10.15	7.82
26444	4.34	5.62	9.99	8.14
26445	3.64	4.2	9.97	7.47
26446	3.98	5.38	9.55	7.66
26447	4.38	5.82	10.13	8.23
26448	4.83	7.22	10.16	8.7
26449	4.25	5.66	10.09	8.29
26450	4.06	5.81	10.13	7.93
26451	4.41	5.42	10.01	7.66
26452	3.92	5.78	10.13	8.13
26453	3.91	5.77	10.07	8.1
26454	3.55	5.45	10.03	8.45
26455	3.86	5.74	10.05	7.94
26456	3.86	5.3	10.04	8.28
26457	3.65	4.79	10.24	7.79
26458	4	4.83	9.88	8.04
26459	3.93	5.25	10.03	7.72
26460	4.08	5.33	9.6	8.19
26461	4.32	5.23	9.93	8.35
26462	4.1	4.6	9.78	7.26
26463	3.85	4.8	9.94	8.15
26464	3.92	5.96	10.01	7.42
26465	3.52	5.01	9.74	7.36
26466	4.48	5.71	9.97	8.16
26467	3.74	5.13	9.87	7.81
26468	4.16	5.94	9.86	7.71
26469	4.01	5.11	9.66	7.66
26470	4.25	5.9	9.92	8.26
26471	4.29	5.52	10.17	7.73
26472	4.15	5.85	9.79	7.52
26473	4.01	5.57	9.99	8.5
26474	3.83	6.07	10.1	7.86
26475	3.88	4.9	10.24	8.24
26476	3.46	4.48	9.59	8.03
26477	4.18	6.13	9.95	8.63
26478	4.23	5.57	10.12	9.08
26479	4.87	5.64	10.3	8.37
26480	4.61	5.47	10.27	7.75
26481	4.31	6.15	10.13	8.01
26482	3.98	5.62	9.97	8.12
26483	3.98	5.34	9.94	8.72
26484	4.34	5.56	9.97	7.59
26485	4.44	4.97	9.97	7.59
26486	3.64	5.42	10.08	7.41
26487	3.44	5.37	9.93	7.81
26488	4.09	4.89	10.03	7.59
26489	3.92	5.9	10.13	8.03
26490	3.54	5.26	9.67	7.3
26491	4.98	5.66	10.16	8.88
26492	4.51	5.65	10.06	8.95
26493	4.24	6.13	9.79	8.51
26494	4.24	5.9	10.08	7.8
26495	4.29	6.03	10.11	7.9
26496	4.35	5.59	10.33	8.25
26497	3.94	4.7	9.98	7.38
26498	4.29	5.68	10.15	8.48
26499	3.46	5.4	9.8	7.78
26500	3.95	4.54	9.99	7.61
26501	3.85	5.62	10	7.45
26502	3.87	4.92	9.92	8.71
26503	4.24	5.12	10.03	7.87
26504	3.67	4.83	9.92	7.23
26505	5.06	6.2	10.37	9.14
26506	3.4	5.98	9.94	7.72
26507	3.98	5.29	10.02	8.21
26508	3.19	4.85	9.88	7.85
26509	4.48	5.08	10.05	8.06
26510	4	5.53	9.74	7.78
26511	3.62	5.44	9.81	7.55
26512	3.78	4.89	9.62	7.39
26513	3.93	4	9.63	7.09
26514	4.58	5.81	10.25	8.44
26515	3.56	5.58	10.04	7.18
26516	4.25	5.57	9.88	7.44
26517	3.8	4.91	9.7	7.71
26518	4.41	6.01	10.31	8.62
26519	4.17	5.27	9.83	7.09
26520	3.27	5.5	10	7.44
26521	4.57	6.1	10.11	9.4
26522	4.13	5.59	9.98	8.05
26523	4.26	6.02	10	7.62
26524	4.4	5.62	10.32	8.22
26525	4.28	6.66	10.51	8.73
26526	4.03	5.7	9.87	7.63
26527	3.87	5.95	10.21	8.3
26528	3.46	5.02	9.75	8.03
26529	3.01	5.01	9.86	7.87
26530	4.9	6.41	10.42	9.44
26531	4.39	6.12	10.29	8.52
26532	3.63	5.51	10.04	7.65
26533	3.37	4.74	9.88	7.48
26534	4.26	5.46	10.12	8.71
26535	4.24	5.91	9.94	7.92
26536	4.01	6.22	10.03	8.17
26537	3.75	5.57	10.17	7.67
26538	4.04	5.46	10.05	7.74
26539	4.38	5.92	9.94	8.41
26540	4.7	5.5	9.99	8.39
26541	3.94	5.33	10.06	7.71
26542	3.65	6.12	10.11	8.49
26543	3.97	5.51	9.83	8.08
26544	4.5	6.09	10.18	8.74
26545	4.06	4.89	9.87	7.89
26546	3.26	4.88	9.8	7.37
26547	4.25	5.78	10.21	8.35
26548	4	5.87	9.91	8.45
26549	3.86	4.85	9.7	7.44
26550	3.94	6.47	9.93	8.47
26551	3.98	5.75	10.15	8.63
26552	3.57	6.04	10.25	8.7
26553	3.59	5.46	9.95	7.18
26554	3.66	4.7	9.94	7.85
26555	3.96	5.65	9.57	7.63
26556	4.24	5.83	9.78	8.01
26557	3.32	4.89	9.69	7.31
26558	4.24	6.16	10.17	7.82
26559	4.23	5.62	10.09	8.32
26560	4.05	5.28	9.76	7.39
26561	4	5.3	10	7.81
26562	3.57	4.82	10.01	7.54
26563	4.05	5.11	10.07	7.43
26564	4.65	6.04	10.15	8.01
26565	3.75	5.72	9.8	8.32
26566	3.53	4.9	9.82	6.99
26567	4.31	5.41	10.09	7.78
26568	4.61	6.12	10.18	8.49
26569	3.41	5.12	10.23	7.94
26570	4.38	5.96	10.17	8.62
26571	3.68	5.19	9.99	7.05
26572	3.8	5.38	9.84	7.93
26573	3.14	5.02	9.78	7.86
26574	4.34	5.13	10.09	7.91
26575	4.42	6.49	10.01	7.52
26576	4.79	5.87	9.91	8.57
26577	3.74	5.21	10.13	8.07
26578	3.83	4.86	10.17	8.05
26579	3.86	6.01	9.86	7.96
26580	4.74	5.47	10.08	8.26
26581	3.91	4.89	9.74	7.36
26582	3.69	5.72	9.87	8
26583	4.12	6.22	10.22	8.34
26584	4.29	5.43	10.08	7.97
26585	4.84	5.77	10.21	8.02
26586	4.3	6.2	9.94	8.31
26587	3.93	5.85	10.27	8.61
26588	3.79	5.11	9.76	7.08
26589	4.43	5.51	9.97	8.07
26590	4.56	5.94	10.1	8.29
26591	3.92	5.46	9.74	8.01
26592	4.26	5.22	9.98	7.81
26593	4.07	5.3	10.01	7.92
26594	3.44	5.07	9.73	8.07
26595	3.78	5.16	9.75	7.8
26596	3.83	5.66	9.97	8.07
26597	4.35	5.51	10.12	8.2
26598	3.57	5.27	9.94	7.84
26599	3.86	5.75	9.92	7.73
26600	4.28	5.51	9.7	7.48
26601	3.19	4.82	9.68	7.3
26602	3.62	4.7	9.83	7.27
26603	3.99	5.3	9.95	7.99
26604	4.25	5.66	9.87	7.29
26605	4.64	5.48	9.87	7.7
26606	4.37	4.82	10.1	7.99
26607	3.96	6.14	10.34	8.44
26608	3.3	5.98	10.1	8.91
26609	4.5	5.73	10.29	9.43
26610	4.47	5.63	10.12	7.55
26611	3.5	5.06	9.78	6.7
26612	4.11	5.26	9.98	7.5
26613	4.35	5.8	9.97	8.3
26614	4.33	5.74	10.14	8.26
26615	3.78	5.37	9.62	7.45
26616	4.79	5.86	10.17	8.41
26617	3.85	4.88	10.14	8.34
26618	3.82	6.29	10.23	8.59
26619	4.05	5.69	9.95	7.74
26620	3.53	5.09	9.85	7.44
26621	3.75	5.86	10.21	8.21
26622	3.42	5.36	9.99	7.26
26623	3.74	5.72	9.85	8.05
26624	4.25	5.36	10.18	7.56
26625	3.89	5.98	9.92	8.59
26626	4.27	6.12	10.11	8.1
26627	3.95	6.01	10.07	7.4
26628	5.05	6.56	10.38	8.67
26629	4.28	5.71	10.06	8.33
26630	3.88	5.28	10.02	8.17
26631	4.18	5.68	9.98	7.79
26632	4.1	5.54	10.05	8.44
26633	3.75	5.48	9.99	7.86
26634	4.56	5.45	10.11	8.35
26635	4.25	4.46	9.85	7.08
26636	3.7	5.45	10.14	7.85
26637	4.12	6.16	10.08	7.97
26638	3.52	5.44	10.05	7.81
26639	4.08	6.27	10.18	9.03
26640	3.79	5.12	9.9	8.85
26641	4.07	5.3	10.03	7.88
26642	4.55	6.11	10.04	8.66
26643	4.06	5.83	10.01	8
26644	4.22	5.84	9.84	7.99
26645	4.01	5.85	10.29	8.12
26646	4	5.81	10.22	8.69
26647	4.28	6.03	9.89	7.83
26648	4.59	6.19	10.5	8.39
26649	4.08	5.34	9.83	7.64
26650	4.57	5.93	10.44	9.56
26651	3.78	5.17	10.15	8.61
26652	3.94	5.33	9.78	7.98
26653	3.68	5.8	10.16	7.66
26654	3.86	5	9.81	8.65
26655	4.45	5.61	10.16	8.46
26656	4.56	5.98	9.81	8.39
26657	3.6	4.82	9.89	7.23
26658	3.47	5.82	10.05	8.54
26659	3.92	6.1	9.91	7.45
26660	4.22	5.22	10.09	8.16
26661	4.82	6	10.1	8.54
26662	3.06	4.77	9.83	7.39
26663	4.14	5.67	10.07	7.77
26664	4.36	6.31	9.97	8.08
26665	3.53	5.53	9.73	7.83
26666	3.42	4.54	9.47	6.68
26667	3.75	4.76	9.9	8.21
26668	4.21	4.76	9.93	7.92
26669	4.26	6.03	9.92	8.17
26670	3.95	5.18	9.96	7.75
26671	3.44	4.67	9.81	7.77
26672	4.3	5.3	9.89	8.11
26673	3.75	4.82	10.25	7.81
26674	3.56	4.97	9.86	8.13
26675	5.04	5.59	10.26	8.66
26676	3.58	5.25	9.59	7.86
26677	3.67	5.28	9.78	7.7
26678	4.46	5	10.06	7.87
26679	3.79	5.72	9.86	8
26680	3.74	5.46	9.88	7.6
26681	4.73	5.58	10.02	8.73
26682	4.27	6.34	9.92	8.59
26683	3.61	5.23	9.99	8.21
26684	4.57	5.79	10.02	8.87
26685	3.82	5.25	9.98	8.04
26686	3.66	5.77	10.2	7.75
26687	4.11	5.1	9.76	7.6
26688	3.67	4.97	10.14	8.35
26689	3.49	5.25	10.02	8.28
26690	3.43	4.56	9.62	6.86
26691	3.84	5.24	10.09	8.02
26692	3.58	5.31	9.76	7.62
26693	4.26	4.97	9.95	8.06
26694	4.82	6.67	10.67	7.89
26695	3.77	5.94	9.93	7.76
26696	3.97	5.11	9.75	8.09
26697	4.1	5.17	10.18	8.21
26698	3.42	5.04	9.8	7.81
26699	3.93	5.28	9.81	7.63
26700	4.16	4.69	9.75	7.36
26701	4.97	6.8	10.33	9.63
26702	4.14	6.13	10.06	8.44
26703	4.35	5.4	9.92	7.9
26704	4	5.48	10.3	7.83
26705	4.01	6.16	10.03	7.61
26706	3.34	5.67	9.94	7.63
26707	3.86	5.22	10.23	7.83
26708	NA	6.38	10.05	8.18
26709	4.21	5.96	9.89	7.46
26710	4.73	5.97	10.09	7.09
26711	4.17	5.79	9.85	8.54
26712	3.91	5.65	10.07	7.78
26713	4.02	6.23	10.1	8.92
26714	3.85	5.21	9.88	8.26
26715	3.3	5.15	9.53	7.24
26716	3.81	5.56	10.08	7.68
26717	4.18	5.56	10.02	8.07
26718	4.28	5.28	9.83	6.82
26719	3.58	4.63	9.84	8.27
26720	3.62	5.48	10.24	7.78
26721	3.75	5.28	9.87	8.2
26722	3.68	5.72	10.03	7.81
26723	4.07	6.41	10.31	8.7
26724	3.93	5.8	10.12	7.86
26725	3.72	4.71	9.96	7.69
26726	4.2	5.47	10.06	7.65
26727	4.15	6.34	9.64	7.89
26728	3.96	5.84	9.84	8.25
26729	3.58	4.92	9.9	7.48
26730	4.23	4.62	10.12	7.7
26731	4.46	6.37	10.36	8.26
26732	3.61	5.94	9.51	7.93
26733	3.75	5.88	9.88	8.41
26734	4.37	5.93	10.21	8.05
26735	3.79	5.35	10.05	8.02
26736	4.73	6.46	10.36	8.92
26737	4.13	5.46	10.03	8.23
26738	4.29	5.73	10.06	7.83
26739	2.85	4.27	9.68	6.65
26740	4.59	5.16	10.01	7.94
26741	4.52	5.43	9.98	8.74
26742	3.59	5.35	9.96	7.74
26743	4.2	6.08	10.27	8.3
26744	4.5	6.13	10.13	8.12
26745	4.12	5.06	10.06	8.76
26746	4.53	4.9	10.06	7.76
26747	3.89	5.6	9.79	7.9
26748	3.95	5.61	10.1	8.21
26749	4.39	5.78	10.01	8.58
26750	3.82	5.7	9.95	8.23
26751	3.7	4.61	9.84	7.91
26752	4.24	5.45	9.88	8.31
26753	3.68	5.74	10.14	7.86
26754	3.68	5.21	9.68	8.04
26755	3.72	5.57	9.83	7.73
26756	3.77	4.46	9.61	7.57
26757	3.64	4.98	9.82	7.45
26758	4.75	6.16	10.55	8.57
26759	4.04	5.4	9.87	7.83
26760	3.45	4.29	9.89	8.15
26761	3.62	5.56	9.85	7.43
26762	3.83	5.65	9.93	8.16
26763	4.26	5.75	10.33	8.5
26764	4.6	5.67	10.05	8.91
26765	3.44	5.33	10.07	7.43
26766	3.88	6.24	10.1	7.78
26767	3.92	4.96	9.88	8.12
26768	4.04	5.64	10.09	8.52
26769	3.94	5.33	10.18	7.46
26770	4.47	6.56	10.47	8.07
26771	3.37	5.27	9.93	7.75
26772	3.93	5.67	10.15	7.88
26773	3.92	6	9.77	8.23
26774	3.83	5.74	10.15	7.44
26775	3.88	5.07	10.23	7.54
26776	4.21	5.71	10.27	8.33
26777	4.09	5.38	10.11	8.72
26778	4.17	5.13	9.91	7.68
26779	4.5	6.03	10.15	9.03
26780	3.6	4.88	10.14	7.3
26781	3.24	5.27	10.07	7.92
26782	4.2	5.94	9.73	7.63
26783	4.44	6.8	10.39	8.44
26784	3.75	5.49	10.02	7.81
26785	3.46	5.35	9.87	8.06
26786	3.49	5.09	9.8	8.2
26787	4.47	5.97	10.23	8.66
26788	4.63	5.78	10.24	8.9
26789	4.19	5.57	9.87	7.5
26790	4.1	5.05	9.75	8
26791	4.12	5.98	9.87	8.09
26792	4.35	5.69	9.95	8.04
26793	4.12	4.88	10.25	8.33
26794	3.68	5.47	9.92	7.2
26795	4.01	6.12	10.39	8.7
26796	3.76	5.59	9.72	7.96
26797	3.91	4.91	9.84	7.59
26798	4.14	5.23	10.19	7.18
26799	4.31	5.57	10.3	7.93
26800	4.28	5.75	10.07	9.07
26801	3.65	4.42	9.69	7.26
26802	3.69	4.43	9.43	7.39
26803	3.79	5.26	9.81	7.95
26804	3	4.29	9.22	7.56
26805	4.15	5.57	9.86	8.7
26806	3.61	5.29	10.17	7.78
26807	3.76	6	9.99	7.87
26808	3.56	4.88	9.87	8.02
26809	4.34	5.52	9.88	8.41
26810	4.31	6.12	9.98	9.06
26811	3.71	5.86	9.83	7.53
26812	4.1	5.51	10.01	8.3
26813	4.63	6.18	10	7.96
26814	4.87	6.78	10.24	8.18
26815	4.64	6.04	10.29	8.5
26816	4.25	6.78	10.08	9.45
26817	3.08	5.09	9.86	7.35
26818	3.83	4.74	10.02	7.78
26819	3.82	5.99	10.12	8.31
26820	3.35	5.81	10.09	7.59
26821	3.11	5.02	10.08	6.83
26822	4.27	5.28	10.04	8.62
26823	4.27	5.3	10.13	8.08
26824	4.35	5.2	9.89	7.78
26825	3.61	5.23	9.5	8.18
26826	5.03	6.02	10.29	8.37
26827	3.6	5.08	9.95	7.83
26828	3.88	5.6	9.74	7.78
26829	3.89	5.87	9.89	8.41
26830	4.47	6.17	10.09	8.74
26831	4.09	6.06	10.01	8.22
26832	4.72	5.31	10.25	8.71
26833	3.88	6.14	10.24	8.66
26834	4.07	5.36	10.09	7.48
26835	4.1	5.94	9.83	7.53
26836	3.83	5.25	9.66	7.78
26837	4.86	5.88	10.22	9.3
26838	3.79	5.39	9.78	8.18
26839	3.65	5.65	10.03	7.77
26840	4.53	5.25	9.88	7.86
26841	3.93	5.78	9.96	8.24
26842	4.05	5.71	10.18	8.14
26843	4.84	4.73	9.94	8.07
26844	3.52	5.52	9.74	7.92
26845	4.53	5.6	10.35	8.33
26846	4.55	5.41	10.02	8.93
26847	4.57	4.84	10.03	8.07
26848	4.33	5.54	10.02	8.39
26849	3.9	5.73	10.3	8.37
26850	3.88	5.42	9.9	7.6
26851	4.1	5.56	10.14	8.17
26852	3.98	4.59	10.07	7.9
26853	4.33	5.39	10.1	7.9
26854	3.62	5.58	10.08	7.24
26855	4.42	5.7	10.24	8.28
26856	3.84	5.4	10.03	6.85
26857	3.94	5.68	10.15	8.6
26858	4.46	5.24	9.78	7.98
26859	4.73	6.3	10.25	9.05
26860	3.59	5.15	9.75	6.73
26861	4.5	5.46	9.77	7.15
26862	3.92	5.45	10.15	8.17
26863	4.48	5.72	10.03	8.82
26864	3.5	4.96	9.87	7.69
26865	4.27	6.22	10.18	8.25
26866	3.57	4.77	9.66	7.55
26867	4.4	5	9.84	8.1
26868	3.81	5.99	10.19	7.35
26869	4.25	5.39	9.99	8.59
26870	3.57	5.48	9.75	7.34
26871	4.65	5.77	10.05	8.46
26872	4.28	6.21	10.46	9.52
26873	4.2	5.8	10.46	8.56
26874	4.12	6	10.19	8.2
26875	4.19	6.71	10.49	8.91
26876	3.51	4.81	9.92	7.28
26877	4.19	5.93	10.06	7.91
26878	4.26	5.5	10.26	8.57
26879	4	5.46	9.87	7.68
26880	4.67	5.53	10.13	8.2
26881	4.14	6.09	10.18	8.32
26882	4.13	4.79	9.78	8.2
26883	4.24	6.01	10.01	8.21
26884	4.07	6.11	9.94	8.2
26885	4.01	4.84	9.84	7.98
26886	4.09	5.83	9.97	9.03
26887	3.41	5.31	9.69	7.35
26888	4.4	6.07	10.34	8.48
26889	3.85	6.21	10.31	7.95
26890	3.69	5.82	10.1	8.46
26891	3.64	5.44	9.99	7.72
26892	3.77	5.39	9.87	8.12
26893	4.15	6.13	10.23	8.3
26894	3.72	4.96	9.83	8.46
26895	3.66	5.41	9.95	7.78
26896	4.79	5.62	9.99	8.09
26897	4.12	5.7	10.35	8.63
26898	4.06	5.6	10.15	7.05
26899	4.36	5.8	10.27	8.34
26900	3.57	5.68	9.45	6.75
26901	4.18	6.42	10.15	8.23
26902	3.64	5.29	9.95	8.16
26903	4.06	5.38	9.79	8.22
26904	3.41	5.38	9.68	8.06
26905	3.74	5.24	9.96	7.49
26906	3.48	5.86	10.01	7.8
26907	4.35	5.51	9.99	8.48
26908	4.3	4.8	10.25	8.46
26909	4.54	5.31	9.98	7.76
26910	4.36	6.35	10.3	7.59
26911	4.28	4.59	10.06	7.43
26912	4.28	5.11	10.09	7.47
26913	3.63	5.15	9.81	7.95
26914	3.79	4.97	9.65	7.11
26915	4.16	4.85	10.01	7.79
26916	3.89	6.37	10.23	8.01
26917	4.21	5.81	9.9	8.37
26918	3.63	5.25	9.89	8.06
26919	4.33	4.81	9.91	7.69
26920	4.35	5.29	10	7.87
26921	3.57	5.23	10	7.76
26922	4.06	5.56	9.81	8.35
26923	4.03	6.04	9.82	7.48
26924	4.67	5.39	10.02	7.98
26925	4.35	6.06	10.13	7.91
26926	4.44	5.54	10.12	7.41
26927	4.21	5.17	9.73	8.13
26928	4.25	4.88	10	7.96
26929	4.28	5.98	10.45	9.02
26930	4.18	6.34	10.26	8.05
26931	4.17	4.95	10.18	8.04
26932	4.02	5.8	10.13	7.75
26933	4.81	6.14	10.04	8.6
26934	4.42	5.85	9.85	7.95
26935	3.72	5.45	10.06	7.47
26936	3.72	4.88	10.12	8.44
26937	4.01	5.8	10.15	NA
26938	4.09	5.68	9.72	8.26
26939	4.14	5.64	10.01	8.84
26940	3.8	5.03	9.96	6.99
26941	3.33	4.68	9.95	7.7
26942	3.79	4.79	10.25	7.83
26943	3.43	4.98	9.79	7.83
26944	4.19	5.03	9.89	8.15
26945	4.04	4.76	9.97	8.01
26946	4.21	4.63	10.19	7.95
26947	4.19	6.11	10.33	7.91
26948	4.46	6.71	10.03	8.49
26949	3.93	5.39	10	7.28
26950	3.68	5.25	9.92	8.21
26951	4.17	5.71	10.17	8.44
26952	3.85	5.5	10.03	7.73
26953	4.19	5.24	10.32	8.28
26954	3.87	4.95	10.16	7.9
26955	4	6.18	10.18	8.3
26956	4.41	5.89	9.87	8.34
26957	3.88	5.27	9.98	8.15
26958	3.49	5.3	10.15	8.38
26959	3.65	5.04	9.96	6.89
26960	3.85	5.63	9.83	7.79
26961	3.86	5.04	10.07	7.82
26962	3.77	5.23	9.99	7.5
26963	4.22	5.94	9.92	8.3
26964	4.13	5.16	9.92	7.93
26965	3.93	5.87	9.6	7.49
26966	3.55	5.41	9.95	7.95
26967	3.81	6	10.19	8
26968	3.92	5.81	10.04	8.32
26969	3.46	5.25	9.83	8.36
26970	4.04	4.39	9.73	7.6
26971	4.16	5.82	9.96	8.12
26972	3.75	5.5	9.75	8.28
26973	3.21	5.35	9.53	6.84
26974	4.69	5.86	9.91	7.91
26975	4.28	4.71	10.2	8.28
26976	3.47	5.52	10	6.87
26977	3.68	5.41	10.15	7.37
26978	4.37	5.73	9.77	7.71
26979	3.6	5.16	9.51	7.15
26980	3.74	5.06	10	8.63
26981	4.13	5.63	9.94	8.47
26982	4.85	6.04	10.06	8.52
26983	4.33	5.32	9.86	7.95
26984	4.48	5.61	9.84	8.74
26985	3.61	4.93	9.9	7.94
26986	3.69	5	9.7	7.6
26987	3.66	5.62	9.95	7.79
26988	3.61	6.06	10.16	8.29
26989	3.38	4.65	9.72	6.95
26990	4.61	5.23	10.16	7.9
26991	4.1	5.9	10.46	7.74
26992	4.38	5.79	10.14	8.03
26993	4.06	6.41	10.2	8.27
26994	4.08	5.25	9.93	7.96
26995	4.23	5.4	10.24	7.65
26996	3.35	4.86	9.54	6.95
26997	3.75	4.83	9.88	8.16
26998	4.43	6.61	10.21	8.52
26999	4.57	5.82	10.23	8.76
27000	3.3	4.57	9.89	6.89
27001	4.11	5.92	10.08	7.92
27002	4.03	4.92	10.11	7.85
27003	4.75	6.75	10.32	8.89
27004	3.78	5.82	9.93	7.88
27005	3.39	5.09	9.87	8.17
27006	4.31	5.67	10.29	7.95
27007	3.61	5.01	9.87	7.75
27008	3.93	5.76	9.99	7.63
27009	4.1	5.81	10.16	9
27010	3.92	5.35	9.87	7.77
27011	4.54	5.78	10.14	8.5
27012	2.55	4.7	9.71	7.63
27013	4.13	5.57	10.05	9.02
27014	4.02	5.24	9.96	7.62
27015	3.96	5.48	10.07	8.73
27016	3.88	5.04	9.9	7.36
27017	4.9	6.45	10.17	8.05
27018	3.79	5.25	9.97	7.77
27019	3.62	5.2	10.2	8.99
27020	3.85	5.87	9.89	8.02
27021	4.05	5.37	9.89	7.99
27022	4.13	6.5	9.93	8.14
27023	3.93	4.89	10.04	7.09
27024	4.1	5.64	10.2	8.45
27025	3.7	5.64	10.19	7.81
27026	4.28	5.14	10.06	8.66
27027	4.63	6.22	10.25	9
27028	3.51	5.09	9.95	7.71
27029	4.05	5.98	10.41	7.94
27030	3.95	5.69	10.07	7.66
27031	3.57	5.14	9.63	7.87
27032	4.6	5.04	10.04	8.34
27033	3.89	5.85	10.22	7.97
27034	3.78	5.33	9.92	8.49
27035	4.17	5.67	10.19	8.39
27036	3.69	5.22	9.84	7.79
27037	4.72	6.07	10.5	8.49
27038	4.47	6.26	10.28	8.35
27039	3.74	4.92	9.91	7.83
27040	3.92	5.78	9.77	7.49
27041	3.49	5.78	9.92	8.02
27042	3.74	4.75	9.62	7.44
27043	4.23	6.26	10.03	8.71
27044	4.04	5.57	10.23	7.88
27045	3.48	4.56	10.05	7.21
27046	4.44	5.49	10.05	7.6
27047	3.81	5.72	9.84	8.19
27048	4.2	5.09	10.05	8.24
27049	3.17	5.72	9.82	7.86
27050	3.31	4.27	9.66	7.47
27051	4	5.65	9.55	8.06
27052	4.65	5.04	10.15	8.04
27053	3.52	5.28	9.9	7.89
27054	3.98	5.32	10.05	7.52
27055	3.62	5.41	9.77	7.67
27056	3.62	5.06	9.92	7.51
27057	3.46	4.93	9.82	7.02
27058	4.47	5.74	10.05	7.84
27059	4.53	6.59	10.29	7.62
27060	3.97	5.44	9.87	8.91
27061	3.53	5.13	9.62	7.42
27062	4.37	5.45	10.08	8.2
27063	4.19	5.49	10.06	8.16
27064	3.95	5.67	10.24	8.05
27065	4.41	4.33	10	8.03
27066	4.2	5.09	9.91	7.59
27067	3.85	5.65	10.18	7.9
27068	3.96	5.51	10.14	7.88
27069	3.34	5.18	9.46	7.62
27070	3.59	6.43	10.01	8.61
27071	3.63	5.03	10.13	7.7
27072	4.47	5.78	10.15	7.96
27073	3.56	5.18	10.15	7.89
27074	4.27	5.75	10.17	7.96
27075	4.04	5.14	10.11	7.74
27076	3.63	5.15	9.9	7.85
27077	4.38	6.39	10.19	9.19
27078	4.54	5.29	10.16	8.47
27079	3.68	6.07	10.03	7.22
27080	4.1	5.59	10.02	8.17
27081	4.07	5.52	10.01	7.69
27082	3.92	6.07	10.17	8.57
27083	3.95	4.62	9.86	7.68
27084	3.93	5.23	9.92	7.77
27085	3.92	5.02	9.9	7.38
27086	3.39	5.57	9.62	6.91
27087	4.34	5.91	10.17	8.57
27088	3.14	5.61	9.72	7.62
27089	4.08	5.29	10.03	8.36
27090	4.1	5.6	10.25	7.68
27091	3.92	5.59	10.12	7.93
27092	3.59	4.66	9.9	7.64
27093	3.73	4.96	9.89	7.58
27094	3.97	6.22	10.1	8.5
27095	3.08	5.43	9.86	7.05
27096	4.09	5.76	9.87	8.1
27097	4.96	6.21	10.39	8.87
27098	4.06	5.56	10.05	8.47
27099	4.24	5.96	10.03	8.42
27100	3.98	5.46	10.1	8.02
27101	3.79	5.28	9.91	7.47
27102	3.18	4.44	9.47	7.33
27103	4.73	5.93	10.07	8.26
27104	3.32	4.58	9.56	7.61
27105	3.71	4.99	9.78	7.05
27106	3.67	5.37	10.13	7.91
27107	4.12	5.56	10.33	8.4
27108	4.61	6.06	10.2	7.59
27109	4.04	5.81	10.41	8.85
27110	3.99	4.61	9.85	6.98
27111	4.28	5.73	10.07	8.96
27112	3.85	5.61	9.84	7.81
27113	3.93	5.56	10.02	8.16
27114	3.72	5.34	9.9	7.46
27115	3.92	5.12	9.8	7.24
27116	4.6	5.84	10.48	8.41
27117	3.66	5.23	10.14	7.93
27118	4.3	5.68	10.13	8.04
27119	3.75	5.55	10.13	7.38
27120	3.73	5.59	9.96	8.01
27121	4.03	5.88	9.8	8.24
27122	4.16	5.22	10.01	9.03
27123	4.05	6.68	10.17	8.39
27124	3.67	4.85	9.89	7.33
27125	4.2	5.24	9.95	8.02
27126	4.67	5.64	10.16	8.61
27127	4.58	5.76	10.33	9.03
27128	4.34	4.76	10.23	8.29
27129	3.5	5.51	9.98	8.5
27130	4.26	5.58	9.93	8.21
27131	4.11	6.04	10.3	8.88
27132	3.5	6.11	10.24	8.74
27133	3.68	5.57	9.65	6.84
27134	4.13	5.21	10.17	8.31
27135	3.86	5.17	10.23	8.08
27136	3.59	5.66	9.56	7.99
27137	4	5	9.95	7.78
27138	4.39	5.97	10.05	8.12
27139	4.19	5.64	10.02	8.23
27140	3.64	5.62	9.9	8.7
27141	3	NA	9.75	7.43
27142	4.75	5.03	10.31	8.15
27143	4.21	5.29	9.93	7.04
27144	4.64	5.28	10.27	8.33
27145	4.82	5.64	10.08	8.24
27146	4.22	4.83	10.06	8.66
27147	4.33	5.9	10.16	8.74
27148	4.33	6.15	9.84	8.43
27149	4.66	5.88	10.22	8.62
27150	4.1	6.1	10.46	8.74
27151	4.43	4.9	9.92	8.11
27152	3.9	5.97	10.03	8.15
27153	4.11	5.3	10.09	7.47
27154	3.63	4.36	9.87	7.54
27155	3.8	5.75	9.82	7.61
27156	4.64	6	10.08	8.37
27157	4.93	6.96	10.6	8.94
27158	3.57	5.31	9.72	7.25
27159	4.23	5.73	9.9	7.96
27160	4.43	6.31	9.92	8.17
27161	4.01	5.49	9.91	7.92
27162	4.29	5.24	10.19	8.04
27163	4.14	5.43	9.97	7.86
27164	3.89	5.49	9.85	8.33
27165	4.62	5.68	9.95	8.02
27166	4	5.25	9.78	8.05
27167	3.36	5.25	10.03	7.49
27168	3.94	5.35	9.5	7.29
27169	3.77	5.89	10.23	8.86
27170	3.04	5.57	9.92	7.43
27171	4.19	4.9	10.02	7.83
